SPEAKER_01	¿?
E0059_00_347_a_06	Podría ser una trampa.
E0059_00_347_a_07	No está nada mal. La llamaré... ¡Falcon!<P>\n¿Qué te parece, (RYDIA)?
E0059_00_347_a_08	Lo que a ti te parezca.<P>\nPero ¡vámonos ya!
E0059_00_347_a_09	Buena idea.
E0059_00_347_a_10	¡Falcon! ¡A todo motor!
E0055_00_232_a_01	¡Rubicante! ¡Por fin te he encontrado!
E0055_00_232_a_02	¿Y quién se supone que eres tú?
E0055_00_232_a_03	Soy (EDGE), ¡el príncipe de Eblan!
E0055_00_232_a_04	¿Eblan? El nombre no me suena.
E0055_00_232_a_05	No importa. ¡He jurado acabar contigo y cumpliré con mi palabra!
E0055_01_232_a_01	¡Argh!
E0055_01_232_a_02	La verdad es que me has impresionado. Continúa entrenando.<P>\nIntenta no decepcionarme en nuestro próximo encuentro.
E0055_01_232_a_03	¡Esto no.... ha... terminado!
E0055_01_232_a_04	¿Estás bien?
E0055_01_232_a_05	No me puedo creer que haya perdido...<P>\n¿Y vosotros quiénes sois?
E0055_01_232_a_06	Nosotros también perseguimos a Rubicante.
E0055_01_232_a_07	¡No os metáis en esto! ¡Rubicante es mío!
E0055_01_232_a_08	Es evidente que no sabes con quién te metes.<P>\nRubicante es un Señor Elemental.
E0055_01_232_a_09	Has sufrido su poder en tus carnes, ¿no?
E0055_01_232_a_10	¡Ja! ¿Te piensas que soy uno de esos príncipes mimados?<P>\nSoy el heredero de la corona de Eblan y un maestro en el letal arte del ninjutsu.<P>\n¡Ahora salid de aquí! Estoy más que capacitado para cuidarme yo solito.
E0055_01_232_a_11	¡Ya basta!<P>\n¡No quiero que nadie más muera!
E0055_01_232_a_12	(TELLA), (YANG), (CID)... Todos nos han dejado...<P>\nNo puedo soportarlo más... Snifff.
E0055_01_232_a_13	Eh, yo...
E0055_01_232_a_14	(RYDIA)...
E0055_01_232_a_15	Snif, snif...
E0055_01_232_a_16	Rubicante es el más poderoso de todos los Señores Elementales.<P>\nSi unimos nuestras fuerzas quizá podamos recuperar el Cristal, pero aun así será casi imposible.
E0055_01_232_a_17	Vale, vale... Me uniré a nosotros.<P>\nAdemás, nunca pude soportar ver a una chica guapa llorar.
E0055_01_232_a_18	Vaya pico de oro tiene nuestro príncipe...<P>\n(ROZA), intenta ayudarle.
E0055_01_232_a_19	¡Cura!
E0055_01_232_a_20	¡Gracias, encanto!<P>\n¡Vaya! ¡Con dos chicas tan atractivas, quizá esto no sea tan mala idea!
E0055_01_232_a_21	¡Vamos, pues! ¡Es hora de demostrar quién soy yo!
E0055_01_232_a_22	Buf, qué motivado se le ve...
E0055_01_232_a_23	¡El ninja (EDGE) se ha unido al grupo!
N102_C01_227_01_01	¿Quién va ahí? Ah, humanos...
N102_C01_227_01_02	¡Demuéstrele al mundo su grandeza, majestad!
N102_C01_227_03_01	Tras la destrucción del castillo, esto es todo lo que queda de nuestro reino...
N102_C01_227_02_01	¡Somos el noble pueblo de Eblan!
N102_C01_227_07_01	Nos queda muy poca comida. No sé cuánto más podremos aguantar...
N102_C01_227_06_01	Los supervivientes se han refugiado aquí.
N102_C01_227_05_01	El príncipe se adelantó para realizar un reconocimiento, pero todavía no ha vuelto.
N102_C01_227_05_02	Nosotros mantendremos el orden hasta que nuestro príncipe vuelva.
N102_C01_227_04_01	Esto es un camino a la torre de Babel... La morada de Rubicante.
N102_C01_230_01_01	¿Cómo pudieron neutralizar nuestro ninjutsu con tal facilidad?
N102_C01_230_02_01	¿De dónde vino ese monstruo?
N102_C01_230_03_01	Aún no me puedo creer lo que le hicieron a los reyes...
N104_C02_230_04_01	Soy ministro de Eblan. El príncipe es impetuoso y severo, pero aun así tiene buen corazón.<P>\nHa ido a la torre de Babel para vengar a sus padres, los reyes.
N104_C02_230_04_02	No se preocupe por nosotros, alteza. Pero por favor, tenga cuidado.
N106_C01_230_05_01	¡Yo me aseguraré de que nadie pueda hacer daño a mi madre! ¡Pronto voy a tener un hermanito!
N103_C01_230_07_01	Es tan valeroso...
N103_C01_230_06_01	Quizá el ninjutsu de Eblan desaparezca con nosotros...
N103_C02_230_09_01	¡No os rindáis!
N102_C01_230_10_01	El príncipe vengará a sus padres y derrotará a todos nuestros enemigos, ya veréis.
N102_C01_230_10_02	El príncipe... Tiene que estar bien, digo yo.
N107_C02_230_08_01	El príncipe nos ha jurado que se encargará de todos los monstruos.<P>\nCuando acabe podremos volver al castillo.
N101_C01_231_01_01	¡No me puedo creer que permitiéramos al príncipe irse solo!
N101_C01_231_02_01	Cuando se le mete algo en la cabeza a nuestro príncipe no hay manera de pararlo.
N101_C01_232_01_01	Por favor, intentad devolvernos a nuestro príncipe.
N101_C01_232_02_01	El príncipe ha ido en busca de Rubicante.
N101_C01_232_03_01	¡Tenga cuidado, alteza!
E0110_00_263_a_01	...
E0112_00_263_a_01	¡Eh! ¡Para!
E0112_00_263_a_02	Zzz... Uh... ¿Ya es la hora de entrenar...?<P>\nDéjame dormir un poquito más...
E0112_00_263_a_03	¡¿(CECIL)...?!
E0112_00_263_a_04	¡(YANG)!
E0112_00_263_a_05	¡Cuánto me alegro de verte!
E0112_00_263_a_06	Las sílfides me salvaron la vida.
E0112_00_263_a_07	Igual que tú salvaste las nuestras cuando destruiste aquellos cañones.
E0112_00_263_a_08	Vamos, es hora de continuar con nuestra misión.
E0112_00_263_a_09	¡¿Qué dices?! Lo que tú tienes que hacer es descansar.
E0112_00_263_a_10	No puedo descansar mientras mis amigos arriesgan sus vidas.
E0112_00_263_a_11	Tranquilízate.
E0112_00_263_a_12	¿Y tú eres...?
E0112_00_263_a_13	Soy (EDGE), de Eblan. No te preocupes que ya ocupo yo tu lugar.
E0112_00_263_a_14	Conque de Eblan ¿eh? Supongo que serás un ninja, pero aun así debo...
E0112_00_263_a_15	¡Ni hablar! ¡Nosotras lucharemos al lado de tus compañeros!
E0112_00_263_a_16	¿Eh?
E0112_00_263_a_17	Ella es una invocadora, ¿verdad? Entonces podrá invocarnos siempre que quiera.
E0112_00_263_a_18	¡Genial! ¡Muchas gracias!
E0112_00_263_a_19	(RYDIA) ha aprendido Sílfide.
E0112_00_263_a_20	Os estaré eternamente agradecido.
N035_C00_263_04_01	Lo encontramos inconsciente cerca de la entrada de la cueva.<P>\nHemos estado cuidándolo, pero todavía no se ha despertado...
N035_C00_263_04_02	¿Qué pasaría si (YANG) se muere?
N035_C00_263_04_03	Saludad a (YANG) de nuestra parte, por favor.
N035_C00_263_04_04	Sabes invocar, ¿verdad? ¡Entonces puedes contar con nosotros!<P>\n¡Lucharemos juntos!  Lo haremos por (YANG), que nos enseñó lo fuerte y bondadoso que es el corazón humano.
N035_C00_263_03_01	¡Jamás entregaremos a (YANG)!
N035_C00_263_03_02	Los humanos son demasiado violentos.
N035_C00_263_03_03	Si de verdad tiene una mujer, quién soy yo para prohibirle que se marche...
N035_C00_263_02_01	¡Largaos de aquí!
N035_C00_263_02_02	¡No os llevéis a (YANG)! ¡Os lo suplico!
N035_C00_263_02_03	Todas le echaremos de menos.
N035_C00_263_01_01	¡Ahhh! ¡Humanos!
N035_C00_263_01_02	Nosotras cuidaremos de (YANG).
N035_C00_263_01_03	¡No sabes cuánto me alegra saber que (YANG) ya se ha recuperado!
P008_C00_263_05_01	Pero...
E0119_00_265_a_01	Pasé por aquí cuando me marché de la Tierra de invocación.<P>\nQuizá Leviatán nos podría ayudar.
E0120_01_00_143_a_01	¡Reina Asura!
E0120_01_00_143_a_02	(RYDIA), cariño, ¿por qué has vuelto?
E0120_01_00_143_a_03	Necesitamos tu ayuda.
E0120_01_00_143_a_04	Muy bien. Pero ya sabéis cómo funcionan las cosas por aquí. Primero deberéis probar vuestro coraje. <P>\n¿Creéis tener la fuerza y coraje necesarios para enfrentaros a mí?
E0120_01_00_143_a_05	Entonces siento decir que no os puedo ayudar.
E0120_01_00_143_a_06	¡Que empiece el reto!
E0120_02_01_143_a_01	Has demonstrado tu valor. (RYDIA), ahora podrás invocarme siempre que me necesites.
E0120_02_01_143_a_02	(RYDIA) ha aprendido Asura.
E0120_03_00_143_a_01	Sois los primeros en vencer a Asura. Pero el mal no se puede derrotar solo con la fuerza.<P>\nSe necesita un alma virtuosa para resistir las tentaciones de la maldad.<P>\n¿Pondréis a prueba la fortaleza de vuestro espíritu contra mis poderes?
E0120_03_00_143_a_02	Volved cuando estéis preparados.
E0120_03_01_143_a_01	Vuestro espíritu reluce con el poder del bien. Yo, Leviatán, rey de los espíritus invocados, os serviré en batalla.
E0120_03_01_143_a_02	(RYDIA) ha aprendido Leviatán.
N013_C01_134_01_01	¡(RYDIA), has vuelto!
N013_C00_134_04_01	(RYDIA) es el primer ser humano en venir aquí.
N013_C02_134_03_01	Esta es la Tierra de invocación, de donde provienen todos los seres invocados.
N013_C00_134_02_01	Nuestro rey reside en las profundidades.
N013_C02_136_01_01	¡Cuánto tiempo sin verte, querida (RYDIA)!
N116_C03_136_02_01	¿Qué tal, (RYDIA)...?<P>\n¿Qué os pasa? ¿Nunca habéis visto un chocobo parlante?
N116_C03_136_03_01	¡(RYDIA)! Me alegro de verte otra vez.
N116_C03_136_04_01	¡Hola, (RYDIA)! ¿Estos son los amigos de los que tanto hablabas?
N013_C02_136_06_01	Para poder ver al rey, primero debéis derrotar a la reina Asura.
N013_C01_136_08_01	Esta tierra está gobernada por la reina Asura y el rey de la invocación.
N013_C01_136_07_01	Me han dicho que algunos de mis hermanos están haciendo travesuras en vuestro mundo.
N116_C03_136_05_01	Esta es la biblioteca, nuestra arca de la sabiduría particular.
N013_C01_139_02_01	No sé si los humanos tendrán la destreza necesaria para manejar nuestras armas.
N013_C02_139_03_01	¡Eh! ¡(RYDIA)!
N013_C01_140_02_01	No traigas a más humanos por aquí, (RYDIA).
N013_C00_140_03_01	Solo deseamos vivir en paz y tranquilidad.
N013_C02_137_06_01	¿Qué tal está Ifrit? La última vez que lo vi echaba chispas. Ja, ja, ja.
N013_C01_137_05_01	Chocobo, Shiva, Lamú... Todos viven aquí.
N013_C02_137_04_01	Si usas el hechizo Lévita contra Titán, está vendido.
N013_C01_138_01_01	¿Por qué no te quedas con nosotros, (RYDIA)?
N013_C01_141_01_01	Este libro es tan conmovedor...
N013_C00_141_02_01	¡Shhh! ¡Que esto es una biblioteca, caracoles! ¡No un guateque!
N999_C02_141_04_01	Titán, el martillo de la Tierra.<P>\nCon su poder desgarra la superficie, abriendo enormes grietas que pueden engullir a cualquier enemigo.
N999_C02_141_05_01	Ifrit, engendro del Fuego.<P>\nSu magia ígnea es capaz de incinerar todo a su alrededor.
N999_C02_141_06_01	Se rumorea que existen aun más clases de invocaciones por descubrir.
N999_C02_141_07_01	Lamú, juez divino.<P>\nCapaz de invocar una tormenta divina que azota al enemigo con poderosos rayos.
N999_C02_141_08_01	Shiva, reina del hielo.<P>\nLos desafortunados que la disgustan acaban como estatuas de escarcha.
N999_C02_141_09_01	Chocobo.<P>\nEl primero en huir de una batalla. Pero es tan mono que a nadie le importa que lo haga.
N999_C02_141_01_01	Invocación: una clase de magia que permite llamar a combatir a espíritus.<P>\nSolo unos cuantos humanos son aún capaces de usarla.
N999_C02_141_02_01	La historia de la raza humana es muy breve cuando se compara con la de la Tierra de la invocación.
N999_C02_141_03_01	Solo quienes poseen una gran fortaleza física y mental pueden pasar por la cueva que conduce al mundo humano...
N013_C00_142_01_01	Aquí tenemos un sinfín de libros. Necesitarías varias vidas para leerlos todos.
N013_C01_142_02_01	¿También existe la literatura en vuestro mundo?
N999_C02_142_06_01	Si Libra no puede analizar las características de un monstruo, siempre puedes recurrir al bestiario.
N999_C02_142_07_01	Invocaciones, monstruos, humanos.<P>\n¿Qué ocurrió en el pasado? ¿Qué aguarda el futuro? La vida es un eterno misterio.
N999_C02_142_08_01	Hace eones, una enorme ballena descendió a la Tierra desde la Luna.<P>\nPor ahora, duerme dentro del dragón...
N999_C02_142_09_01	El rey de la invocación nos creó y vela por nosotros. Nunca ha conocido la derrota.<P>\nQuizá la única manera de aplacarle sería reflejar su propio poder contra él.
N999_C02_142_10_01	Dos lunas.<P>\nTiempo ha, ambas conformaban una sola. Así rezan los escritos.
N999_C02_142_01_01	Asura, reina de la Tierra de invocación.<P>\nLa mujer del rey, defiende el camino que conduce a él.<P>\nSolo quienes la derroten podrán ver el verdadero aspecto del soberano.
N999_C02_142_02_01	El rey de la invocación.<P>\nSeñor de los océanos, apareció un día en el mar del norte. Sus poderes no tienen igual en estas tierras.
N999_C02_142_03_01	Odín, el conquistador.<P>\nSolo ha sufrido la derrota una vez, cuando un relámpago destruyó su espada.<P>\nSu demoledor ataque, Zantetsuken, puede aniquilar a cualquier enemigo de un solo golpe.
N999_C02_142_04_01	Sílfides, efímeras bellezas.<P>\nCuando combinan sus poderes poseen una fuerza formidable.
N999_C02_142_05_01	La ley de la Tierra de invocación.<P>\nLa verdadera fuerza reside en el alma virtuosa, pero para obtener este poder, uno debe demostrar que lo merece.
N013_C02_143_01_01	Esta es la cámara real.
N013_C02_143_02_01	Debéis recibir el permiso de la reina Asura para poder hablar con el rey.
N104_C00_143_03_01	¿Pensáis que yo soy el rey? Si solo soy un pobre anciano.
N112_C00_144_03_01	¡Por los espíritus! ¿De dónde habéis salido?
N112_C00_144_02_01	¿Sabíais que al noroeste hay una isla que conduce a la Tierra de invocación Inquietante, ¿no?
N112_C00_144_01_01	Me han dicho que los mares del mundo de arriba son azules. ¡Es algo pertubador!
N112_C00_144_04_01	"¿""Lali ho""? ¡Aquí decimos holi ho!"
N112_C00_144_05_01	¿Venís del mundo superior? ¡Así que las leyendas contaban la verdad!
N112_C00_144_06_01	¡Holy-ho! He oído que en el castillo las han pasado canutas. ¿Qué es lo que ocurrió?
N112_C00_146_01_01	Las sílfides nos tienen miedo, aunque solo queremos ayudarles.
N112_C00_146_02_01	Dicen que las sílfides viven en las cuevas al noroeste.
N112_C00_147_03_01	¡Oh, un huésped! ¡Hace tanto tiempo que no pasa nadie por aquí!
N112_C00_148_01_01	Pues sí que habéis viajado lejos. ¡Tomad todo lo que queráis!
N112_C00_148_02_01	¡Holy-ho! Llevaos lo que queráis. Todo es gratis.
E0062_00_268_a_01	La llave del sello abrirá el camino hacia el Cristal de la Oscuridad.
E0063_ 00_290_a_01	Has obtenido el Cristal de la Oscuridad.
E0064_ 00_289_a_01	¡Las paredes!
E0064_ 00_289_a_02	¡Se están moviendo!
E0064_ 00_289_a_03	¡Se ha debido activar una trampa al mover el Cristal!
E0064_ 00_289_a_04	¡Al garete con nuestros planes!
E0064_ 01_289_a_01	¡Así se hace!
E0064_ 01_289_a_02	¡Chúpate esa!
E0065_ 00_268_a_01	¿Qué...?
E0065_ 00_268_a_02	(CAIN)... Eres mío, (CAIN). ¡Tráeme el Cristal!
E0065_ 00_268_a_03	¡Golbez!
E0065_ 00_268_a_04	¡(CAIN)!
E0065_ 00_268_a_05	¡No permitas que te controle!
E0065_ 00_268_a_06	Estoy... bien.<P>\n¡Ya no soy tu esclavo!
E0065_ 00_268_a_07	Uf...
E0065_ 00_268_a_08	¡Han robado el Cristal de la Oscuridad!
E0065_ 00_268_a_09	¡¿Qué haces?!
E0065_ 00_268_a_10	¡(CAIN)!
E0065_ 00_268_a_11	Ahora puedo reactivar la torre de Babel.<P>\n¡Nada detendrá mi ascenso a la Luna!
E0065_ 00_268_a_12	¡Despierta, (CAIN)!
E0065_ 00_268_a_13	...
E0065_ 00_268_a_14	¡(CAIN)! ¡Resiste!
E0065_ 00_268_a_15	Con todos los Cristales reunidos, ¡el camino a la Luna se abrirá!
E0065_ 00_268_a_16	¡No lo hagas!
E0065_ 00_268_a_17	¡Bwa, ja, ja, ja!
E0065_ 00_268_a_18	No...
E0065_ 00_268_a_19	¡Maldita sea!<P>\nOtra vez no...
P013_C00_ 274_02_01	¡Mirad! ¡La puerta se ha transformado en un monstruo!
E0105_00_117_a_01	¡Fuera de aquí! ¡Hasta que no reciba una cola, no digo ni pío!
E0105_00_117_a_02	¡Esa es la cola de rata que tanto tiempo llevo buscando!<P>\nMira, te doy un poco de este mineral a cambio de la cola.
E0105_00_117_a_03	Has recibido adamantita.
N122_C01_117_02_01	¡No me lo creo! ¡La legendaria cola rosa! ¡Toma esto a cambio!
N122_C01_117_02_02	Has recibido un arnés adamantino.
N122_C02_117_01_01	Papá descubrió un curioso mineral aquí. Pero él prefería coleccionar colas de animales. Cuanto más raras, mejor.
E0106_00_151_a_01	¡Jamás volveré a ser herrero!<P>\nNo forjaré otra espada hasta que tenga en mis manos adamantita, el legendario metal.
E0106_00_151_a_02	¡Adamantita! ¡Dame esa vieja espada! ¡La convertiré en lo nunca visto!
E0106_00_151_a_03	Has entregado la Espada legendaria.
E0107_00_150_a_01	¡Está lista! ¡La espada sagrada, Excálibur! Utilízala bien.
E0107_00_150_a_02	Has recibido la Excálibur.
N112_C00_150_02_01	Esto es el taller del Maestro Kokkol, el mejor herrero de todo el mundo.
N112_C00_150_02_02	¡El maestro ha regresado!
N112_C00_150_01_01	El maestro ha perdido la ilusión. Malgasta sus días durmiendo sin hacer nada.
N112_C00_150_01_02	Me estoy esforzando por ser el mejor herrero que el mundo haya conocido. ¡Incluso mejor que el maestro!
N112_C00_150_01_03	¡Mira lo que ha fabricado el maestro!
N112_C00_150_03_01	¡Eh! ¡Un poco de paciencia! ¡Esto no se puede hacer con prisa!
N112_C00_150_03_02	¡Esto ha reavivado mi amor por la herrería!
N012_C02_152_04_01	Hace años, un miembro de nuestra raza construyó una nave y viajó al planeta azul.<P>\nTenía una gran habilidad para catalogar y nombrar a seres y objetos.
N012_C00_152_03_01	Nosotros somos los tarareadores.
N012_C02_152_02_01	¿Que quieres cambiar tu nombre? ¡Y a mí qué me dices!
N012_C01_152_5	Ummmm, ummm...
E0069_00_153_a_01	¡Bienvenidos!
E0069_00_153_a_02	¿Quién eres?
E0069_00_153_a_03	Yo soy (FOOSUYA).<P>\nSe me ha encomendado el deber de proteger el sueño de los selenitas.
E0069_00_153_a_04	¿Quiénes son los selenitas?
E0069_00_153_a_05	Hace milenios, un pequeño planeta entre Marte y Júpiter estaba al borde de la destrucción.<P>\nFue entonces cuando decidieron construir una nave para escapar al planeta azul, la Tierra...
E0069_00_153_a_06	El planeta azul...
E0069_00_153_a_07	Vuestro planeta, por desgracia lleno de seres demasiado primitivos.<P>\nAl final los selenitas decidieron crear otra luna donde podrían descansar mientras que las otras razas evolucionaban.
E0069_00_153_a_08	Así que los selenitas son extraterrestres...
E0069_00_153_a_09	Sin embargo, había uno que se negó a entrar en reposo.<P>\nSu único deseo era arrasar el planeta azul y todo lo que en él vivía para crear su nuevo hogar.
E0069_00_153_a_10	Qué terrible...
E0069_00_153_a_11	Con mis poderes conseguí atraparle y hacerle caer en estado de letargo.<P>\nPero durante su profundo sueño consiguió transmitir su malvado poder a los seres malignos que plagan vuestro planeta.<P>\nSeres que ha utilizado para reunir los Cristales.
E0069_00_153_a_12	¡Entonces él es el responsable de las acciones de Golbez!
E0069_00_153_a_13	¿Cómo se llama este misterioso ser?
E0069_00_153_a_14	Se llama Zemus. Está reuniendo los Cristales para reactivar el ascensor dimensional.<P>\nCon él pretende traer al Gigante de Babel a vuestro mundo para sembrar la destrucción total.
E0069_00_153_a_15	¡No!
E0069_00_153_a_16	La mayoría de los selenitas creemos que las dos razas podrán coexistir.<P>\nSimplemente dormimos mientras esperamos a que los humanos evolucionen lo suficiente para poder aceptar nuestra sabiduría.
E0069_00_153_a_17	¿Y la Ballena lunar?
E0069_00_153_a_18	Fue construida hace años por mi hermano menor, KluYa, para transportarnos al planeta azul.<P>\nSiempre había soñado con descubrir nuevos planetas.<P>\nDebido a su afán de explorar, desarrolló la tecnología necesaria para crear el camino del averno y los barcos voladores.<P>\nEn el planeta azul, KluYa se enamoró y tuvo dos hijos.<P>\nTú eres uno de ellos...
E0069_00_153_a_19	¡¿Cómo que yo?! Pero... ¡eso significa que la voz que oí en el monte Ordalía era...!
E0069_00_153_a_20	Era la voz del espíritu de KluYa... tu padre.<P>\nNo tengo dudas... Eres el vivo retrato de él a tu edad.
E0069_00_153_a_21	Entonces... esa era la voz de mi padre...
E0069_00_153_a_22	KluYa te ha otorgado el poder necesario para poner fin al nefasto plan de Zemus.<P>\nNo puedes fallar. ¡El destino de tu mundo y el de los selenitas depende de ti!<P>\nDebes ir a la torre de Babel, en Eblan, lo antes posible.
E0069_00_153_a_23	Pero ¿cómo podemos traspasar la barrera que la rodea?
E0069_00_153_a_24	Creo que puedo anular la barrera.<P>\nNo podemos permitir que el Gigante de Babel alcance el planeta azul, así que ¡me uniré a vosotros!
E0069_00_153_a_25	El selenita (FOOSUYA) se ha unido al grupo.
E0073_00_154_a_01	Os conduciremos al núcleo.
B006_C00_154_01_01	Somos los ocho Cristales de la Luna.
B006_C00_154_01_02	La destrucción de la torre de Babel ha roto el sello del núcleo. Ahora podéis llegar a Zemus.
B006_C00_154_02_01	Junto con los ocho Cristales de la Tierra mantenemos el equilibrio entre vuestro planeta y la Luna.
B006_C00_154_02_02	En el núcleo encontraréis poderosas armas que los selenitas escondieron por miedo a que se utilizaran contra ellos.<P>\nAllí también encontraréis a Zemus.
B006_C00_154_03_01	Estamos cercando la entrada al núcleo, la celda de Zemus.
B006_C00_154_03_02	Os conduciremos al núcleo.
B006_C00_154_04_01	Zemus ha conjurado una barrera que prohíbe el paso al núcleo.
B006_C00_154_04_02	Debes ir al núcleo de la Luna.
B006_C00_154_05_01	Zemus manipuló a Golbez para que reuniera los ocho Cristales de la Tierra y después amplificó sus poderes en la torre de Babel.
B006_C00_154_05_02	Somos los ocho Cristales de la Luna.
B006_C00_154_06_01	Juntos, los ocho Cristales lunares hemos encarcelado a Zemus.
B006_C00_154_06_02	La barrera que separa a Zemus de los selenitas es de un poder inimaginable.
B006_C00_154_07_01	Aun en cautividad, los poderes de Zemus siguen incrementando.
B006_C00_154_07_02	El esfuerzo de intentar contener la locura de Zemus nos deja al límite de nuestras fuerzas.
B006_C00_154_08_01	Los selenitas reposan en las profundidades del núcleo.<P>\n(FOOSUYA) ha velado su sueño durante milenios.
B006_C00_154_08_02	(FOOSUYA) y el hijo de KluYa todavía no han regresado...
N999_C08_154_01_01	Está sellado por una fuerza desconocida.
E0125_00_295_a_01	Habéis convencido a Leviatán, pero eso no demuestra nada.<P>\n¡Yo, Bahamut, dios de la invocación, dictaré la sentencia final!
E0125_00_295_b_01	5
E0125_00_295_b_02	4
E0125_00_295_b_03	3
E0125_00_295_b_04	2
E0125_00_295_b_05	1
E0125_01_295_a_01	Vuestro poder mental y físico son dignos de mi respeto.<P>\n(RYDIA), invócame siempre que tengas necesidad.
E0125_01_295_a_02	(RYDIA) ha aprendido Bahamut.
N106_C00_295_01_01	¿Qué deseáis?
N106_C00_295_01_02	Sois los primeros en ser aceptados por el dios de la invocación.
N107_C00_295_02_01	Oh... Tú sí que eres un ejemplar interesante...
N107_C00_295_02_02	Parece que cargas con el peso de todo el mundo en tus hombros.
N016_C00_295_03_01	El rey de la invocación no os ha reconocido. Marchaos ahora mismo.
N016_C00_295_03_02	Vuestro poder mental y físico son dignos de mi respeto.<P>\n(RYDIA), invócame siempre que tengas necesidad.
E0070_04_160_a_01	¡Aaah!
E0070_04_160_a_02	¡La torre!
E0070_04_160_a_03	¡Hemos llegado demasiado tarde!
E0070_04_160_a_04	¿Cómo que hemos llegado demasiado tarde?
E0070_04_160_a_05	¡El Gigante de Babel se manifiesta!
E0070_06_160_a_01	¡No!
E0070_06_160_a_02	Qué bien... Nos ha salido redondo entonces.
E0070_06_160_a_03	¡Tiene que haber algo que podamos hacer!
E0070_06_160_a_04	¡¿Qué es eso?!
E0070_08_345_a_01	¡Los tanques de los enanos están a vuestro servicio!<P>\n¡Lucharemos junto a vosotros por nuestra tierra! ¡Por nuestros hogares!
E0070_08_345_a_02	¡Lali ho!
E0070_09_345_a_01	¡No podía permitir que lucharais mientras yo descansaba!<P>\n¡Estoy con vosotros!
E0070_11_346_a_01	¡Relajaos que aquí llega la caballería!<P>\n¡A toda máquina!
E0070_11_346_a_02	¡SEÑOR, SÍ SEÑOR!
E0070_12_346_a_01	¿Qué pasa, colegas? ¿A que me echabais de menos?
E0070_12_346_a_02	El maestro consiguió revertir nuestra petrificación.
E0070_12_346_a_03	¡Es el deber de todos nosotros luchar por el futuro de la Tierra!
E0070_13_346_a_01	Gracias al valor que me has infundido, (CECIL), ¡yo también lucharé con vosotros!
E0070_15_160_a_01	¡Gracias a todos!
E0070_15_160_a_02	¡El gigante parece estar aturdido!
E0070_15_160_a_03	¡Esta es nuestra oportunidad para entrar en el Gigante de Babel!
E0070_15_160_a_04	¡Claro! ¡Vamos al corazón! ¿Verdad?
E0070_15_160_a_05	¡(CID)!
E0070_17_346_a_01	Dirígete hacia su boca.
E0070_17_346_a_02	¿Quién es este?
E0070_17_346_a_03	(FOOSUYA), un selenita.
E0070_17_346_a_04	¿Un selenita...?
E0070_17_346_a_05	Dime, ¿puedes hacer lo que te pido o no?
E0070_17_346_a_06	¡Pché! ¡No hay nada que no pueda hacer con un barco volador!
E0070_17_346_a_07	¡Ahora!
E0070_17_346_a_08	¡Agarraos!
E0071_00_243_a_01	Por fin habéis llegado.
E0071_00_243_a_02	El Gigante de Babel es imparable.
E0071_00_243_a_03	Ja, ja, ja, ja, ja... Ha llegado el momento...
E0071_00_243_a_04	¡El momento de vuestra destrucción final!
E0071_00_243_a_05	¡Los Señores Elementales!
E0071_00_243_a_06	Así es.
E0071_00_243_a_07	El maestro Zemus nos ha otorgado una segunda oportunidad.
E0071_00_243_a_08	¡Esta será vuestra última batalla!
E0071_00_243_a_09	Me alegro de tener esta nueva oportunidad de probar mis poderes contra vosotros. También hemos aprendido el valor de luchar en equipo.<P>\nPermitidme reponer vuestra fuerza antes de la batalla.
E0071_00_243_a_10	Puntos de VIT y PM al máximo.
E0071_00_243_a_11	Esta vez no fracasaremos.
E0071_01_243_a_01	¡Maestro Zemus!
E0071_01_243_a_02	Solo pido una oportunidad más... Por favor...
E0071_01_243_a_03	Imposible... Nos han derrotado otra vez...
E0071_01_243_a_04	Adiós, valientes guerreros.
E0072_00_249_a_01	¡Hemos alcanzado el centro del gigante! ¡Estamos en su núcleo!
E0072_00_249_a_02	¡Caray!
E0072_00_249_a_03	Primero, tendremos que destruir el nodo defensivo antes de que pueda restaurar la unidad central.
E0072_01_249_a_01	¡Así se hace!
E0072_01_249_a_02	¡Lo detuvimos!
E0072_01_249_a_03	¡Malditos seáaais!
E0072_01_249_a_04	¡Mi Gigante! ¡¿Cómo os atrevéis?!
E0072_01_249_a_05	¡Tú!
E0072_01_249_a_06	¿Nos conocemos?
E0072_01_249_a_07	Debes buscar en tu interior para recordar quién eres en realidad...
E0072_01_249_a_08	¡Cállate...!
E0072_01_249_a_09	¡Despierta!
E0072_01_249_a_10	¿Qué me ha ocurrido? ¿De dónde venía todo ese odio? ¿Toda esa maldad...?
E0072_01_249_a_11	Has conseguido reencontrarte con tu verdadero yo.<P>\n¿Recuerdas el nombre de tu padre?
E0072_01_249_a_12	Mi padre... Mi padre es... KluYa.
E0072_01_249_a_13	¡¿Cómo?!
E0072_01_249_a_14	Eso quiere decir que sois...
E0072_01_249_a_15	¡No me digas que sois hermanos!
E0072_01_249_a_16	¿Mi hermano...?
E0072_01_249_a_17	Solo eras una marioneta en sus manos.<P>\nA consecuencia de tu sangre selenita, le fue muy fácil utilizar sus poderes para controlarte para sus propios fines...<P>\nPero aún no me puedo creer que te obligara a luchar contra tu propia familia.
E0072_01_249_a_18	¡Ya basta!
E0072_01_249_a_19	No me puedo creer que estuviera luchando contra mi propia sangre...<P>\n¿Cómo puede ser que odiara a mi propio hermano de tal manera?
E0072_01_249_a_20	Eres mi... mi hermano...
