MSG_CHAR_NAME_01	塞西爾
MSG_CFG_INF_123	戰鬥畫面
MSG_CFG_INF_35	大地圖畫面UI的顯示位置
MSG_CFG_INF_37	移動手柄的顯示位置
MSG_CFG_INF_38	選單畫面UI的顯示位置
MSG_CFG_INF_39	選單指令的顯示位置
MSG_CFG_INF_40	戰鬥畫面UI的顯示位置
MSG_CFG_INF_41	戰鬥指令的顯示位置
MSG_CFG_INF_154	圖像設置
MSG_CFG_INF_42	操作方法確認
MSG_CFG_INF_43	ＯＮ
MSG_CFG_INF_44	ＯＦＦ
MSG_CFG_INF_45	左
MSG_CFG_INF_46	右
MSG_CFG_INF_156	通常
MSG_CFG_INF_157	模擬
MSG_CFG_INF_48	慢
MSG_CFG_INF_49	較慢
MSG_CFG_INF_50	標準
MSG_CFG_INF_51	較快
MSG_CFG_INF_52	快
MSG_CFG_INF_129	語言
MSG_CFG_INF_53	日本語（日文）
MSG_CFG_INF_54	English（英文）
MSG_CFG_INF_55	Français（法文）
MSG_CFG_INF_56	Italiano（義大利文）
MSG_CFG_INF_57	Deutsch（德文）
MSG_CFG_INF_58	Español（西班牙文）
MSG_CFG_INF_59	한국어（韓文）
MSG_CFG_INF_60	繁體中文
MSG_CFG_INF_61	简体中文
MSG_CFG_INF_62	русский（俄文）
MSG_CFG_INF_63	ภาษาไทย（泰文）
MSG_CFG_INF_64	Português brasileiro（巴西葡萄牙文）
MSG_CFG_INF_66	全屏
MSG_CFG_INF_67	視窗
MSG_CFG_INF_68	無框視窗
MSG_CFG_INF_76	要切換到所選語言嗎？
MSG_CFG_INF_130	※切換後將重新啟動遊戲
MSG_CFG_INF_78	要切換到所選畫面設定嗎？
MSG_CFG_INF_89	返回標題畫面。
MSG_CFG_INF_131	將會廢棄沒有保存的記錄。
MSG_CFG_INF_132	可以嗎？
MSG_CFG_INF_155	請選擇設定語言。
MSG_SYSTEM_290	結束遊戲。
MSG_SYSTEM_292	胖陸行鳥
MSG_SYSTEM_293	喲——有什麼事？
MSG_SYSTEM_294	寄存
MSG_SYSTEM_295	取出
MSG_SYSTEM_296	不要在這種地方吹笛子！
MSG_SYSTEM_297	你要給我什麼？
MSG_SYSTEM_298	你要拿走什麼？
MSG_SYSTEM_309	尚未寄存道具。
MSG_SYSTEM_310	寄存數量
MSG_SYSTEM_342	取出數量
MSG_SYSTEM_311	要給我多少個？
MSG_SYSTEM_312	要拿走多少個？
MSG_SYSTEM_303	您要更改誰的名字？
MSG_SYSTEM_313	更改名字
MSG_SYSTEM_334	請確定名字。
MSG_SYSTEM_335	※最多為全形６個字或半形１２個字
MSG_SYSTEM_336	要使用這個名字嗎？
MSG_SYSTEM_337	※特殊字元有可能無法正確顯示
MSG_PC_KEY_CONFIG_01	BackSpace
MSG_PC_KEY_CONFIG_02	Enter
MSG_PC_KEY_CONFIG_03	Shift(L)
MSG_PC_KEY_CONFIG_04	Shift(R)
MSG_PC_KEY_CONFIG_05	Alt(L)
MSG_PC_KEY_CONFIG_06	Alt(R)
MSG_PC_KEY_CONFIG_07	Tab
MSG_PC_KEY_CONFIG_08	Caps Lock
MSG_PC_KEY_CONFIG_09	Space
MSG_PC_KEY_CONFIG_10	Insert
MSG_PC_KEY_CONFIG_11	Home
MSG_PC_KEY_CONFIG_12	Delete
MSG_PC_KEY_CONFIG_13	Pause
MSG_PC_KEY_CONFIG_14	ScrollLock
MSG_PC_KEY_CONFIG_15	Num Enter
MSG_SYSTEM_349	遭遇的怪物
MSG_SYSTEM_350	開啟地圖
MSG_SYSTEM_351	高速移動
MSG_SYSTEM_421	滾動
MSG_SYSTEM_352	切換顯示
MSG_SYSTEM_422	切換地圖
MSG_SYSTEM_353	確認
MSG_SYSTEM_354	已打倒的數量
MSG_SYSTEM_355	出現位置
MSG_SYSTEM_358	弱點
MSG_SYSTEM_359	耐性
MSG_SYSTEM_360	吸收
MSG_SYSTEM_361	無
MSG_SYSTEM_362	種族
MSG_SYSTEM_363	即死
MSG_SYSTEM_364	漸漸石化
MSG_SYSTEM_365	火
MSG_SYSTEM_366	冰
MSG_SYSTEM_367	雷
MSG_SYSTEM_368	暗
MSG_SYSTEM_369	聖
MSG_SYSTEM_423	聖（武器）
MSG_SYSTEM_424	聖（魔法）
MSG_SYSTEM_370	投擲武器
MSG_SYSTEM_371	爬蟲類
MSG_SYSTEM_372	魔法師
MSG_SYSTEM_373	靈體
MSG_SYSTEM_374	龍族
MSG_SYSTEM_375	不死系
MSG_SYSTEM_376	布丁
MSG_SYSTEM_377	巨人族
MSG_SYSTEM_378	機械
MSG_SYSTEM_395	魔力
MSG_SYSTEM_396	掉落的道具
MSG_SYSTEM_397	盜取的道具
MSG_SYSTEM_379	請選擇想要觀賞的圖像。
MSG_SYSTEM_380	關閉窗口
MSG_SYSTEM_381	AR戰鬥
MSG_SYSTEM_427	ＡＲ模式
MSG_SYSTEM_382	打開攝像頭
MSG_SYSTEM_383	關閉攝像頭
MSG_SYSTEM_384	切換編成
MSG_SYSTEM_385	開始戰鬥
MSG_SYSTEM_386	關閉UI
MSG_SYSTEM_387	允許在FINAL FANTASY IV中拍照嗎？
MSG_SYSTEM_388	允許
MSG_SYSTEM_389	不允許
MSG_SYSTEM_419	要結束AR戰鬥嗎？
MSG_SYSTEM_433	此應用通過ＡＲ機能使用照相機。\n請允許接入照相機。
MSG_SYSTEM_434	目前此應用尚未允許\n接入照相機。\n為了方便使用ＡＲ機能，\n請允許接入照相機。
MSG_SYSTEM_435	之後想要進行設定時，\n請通過終端的設定畫面，\n允許此應用接入照相機。
MSG_SYSTEM_437	反映在照相機中的畫面將作為戰鬥背景使用。
MSG_SYSTEM_390	請選擇想要播放的樂曲。
MSG_SYSTEM_391	播放
MSG_SYSTEM_392	停止
MSG_SYSTEM_393	開啟連續播放
MSG_SYSTEM_394	關閉連續播放
MSG_SYSTEM_425	連續播放
MSG_SYSTEM_402	雲保存
MSG_SYSTEM_403	上傳
MSG_SYSTEM_404	下載
MSG_SYSTEM_405	遊戲內的保存資料
MSG_SYSTEM_406	雲端上的保存資料
MSG_SYSTEM_420	詳情
MSG_SYSTEM_407	可以將保存資料備份到雲端上。
MSG_SYSTEM_408	將遊戲內的所有保存資料\n上傳（覆蓋）到雲端上。
MSG_SYSTEM_409	將雲端上的所有保存資料\n下載（覆蓋）到遊戲內。
MSG_SYSTEM_410	將所有保存資料上傳到雲端上。
MSG_SYSTEM_411	雲端上的所有保存資料將被覆蓋。
MSG_SYSTEM_412	向雲端上傳完成。
MSG_SYSTEM_413	向雲端上傳失敗。
MSG_SYSTEM_414	請確認連接狀態。
MSG_SYSTEM_415	將從雲端上下載所有保存資料。
MSG_SYSTEM_416	遊戲內的所有保存資料將被覆蓋。
MSG_SYSTEM_417	從雲端下載完成。
MSG_SYSTEM_418	從雲端下載失敗。
MSG_SYSTEM_429	同步中……
MSG_SYSTEM_430	同步失敗。
MSG_SYSTEM_431	通信失敗。
MSG_SYSTEM_432	重試
MSG_SYSTEM_426	Now Loading…
MSG_SYSTEM_439	許可認證失敗。\n即將結束程序。
MSG_SYSTEM_440	請確認網絡狀況和終端設定，\n重新啟動程序。

