SPEAKER_01	????
E0059_00_347_a_06	함정이면 어쩌지…?
E0059_00_347_a_07	걱정 말라고!\n나는 마음에 들어.<P>\n그럼 이름은…\n'팔콘' 어때?
E0059_00_347_a_08	못 말려….
E0059_00_347_a_09	어서 탈출하자!
E0059_00_347_a_10	팔콘 발진!
E0055_00_232_a_01	드디어 만났군, 루비칸테!\n오늘만을 기다렸다!
E0055_00_232_a_02	어디서 만난 적 있던가?
E0055_00_232_a_03	나는 에블라나의 왕자\n(EDGE)<josa(이다,다)>!
E0055_00_232_a_04	에블라나? 무슨 용건이지?
E0055_00_232_a_05	네 가슴에 손을 얹고 물어 봐라!
E0055_01_232_a_01	이럴…수가…!
E0055_01_232_a_02	자부심을 가질 만큼 강하긴 하군.\n허나 나를 이길 정도는 아니다.<P>\n실력을 더 키워서 오거라!\n언제든 상대해 주마.
E0055_01_232_a_03	기다… 리… 라고!
E0055_01_232_a_04	이봐, 괜찮아?!
E0055_01_232_a_05	내가… 지다니….\n한심해 죽겠네!
E0055_01_232_a_06	우리는 루비칸테가 가진\n크리스탈을 되찾으러 왔어.
E0055_01_232_a_07	함부로 손 대지 마!\n그자는… 내가, 이 손으로 쓰러뜨린다!
E0055_01_232_a_08	이봐, 왕자님.\n상대는 사천왕이라고.
E0055_01_232_a_09	그자가 얼마나 강한지 체험했잖아!
E0055_01_232_a_10	하하….\n나를 곱게 자란 왕자로 생각하지 마.<P>\n에블라나 왕족은 대대로\n닌자의 오의를 전수받는다고!<P>\n네놈들보다 몇 배는 더\n강하단 말이야…!
E0055_01_232_a_11	고집 그만 부려!<P>\n더 이상 누가 죽는 건\n보기 싫다고!
E0055_01_232_a_12	(TELLA) 할아버지도,\n(YANG)도….<P>\n(CID) 삼촌도!\n다들… 그렇게!
E0055_01_232_a_13	어, 야….
E0055_01_232_a_14	(RYDIA)….
E0055_01_232_a_15	흑흑….
E0055_01_232_a_16	…루비칸테는 사천왕 중 가장 강해.\n승산이 없을지도 몰라.<P>\n그래도 우리들은 반드시\n크리스탈을 되찾아야만 해!
E0055_01_232_a_17	…이렇게 예쁜 아가씨가\n울면서 부탁하니 어쩔 수 없지.<P>\n일단은… 손을 잡도록 할까.
E0055_01_232_a_18	그런 몸으로도\n잘도 떠드는군.<P>\n못 봐 주겠으니\n(ROZA), 부탁한다.
E0055_01_232_a_19	케알라!
E0055_01_232_a_20	고마워, 아가씨!\n그쪽도 예쁜걸?
E0055_01_232_a_21	좋아!\n그럼 사이좋게 함께 가자고!
E0055_01_232_a_22	되게 가벼운 사람이네….
E0055_01_232_a_23	닌자 (EDGE)<josa(이,가)> 동료가 되었다.
N102_C01_227_01_01	누구냐!<P>\n아, 인간이군.
N102_C01_227_01_02	왕자님의 뛰어난 인술을\n실컷 펼치십시오!
N102_C01_227_03_01	성에서 쫓겨난 지금은\n이곳이 우리들의 영토지.
N102_C01_227_02_01	우리는 자랑스런 에블라나인이다!
N102_C01_227_07_01	식량이 얼마 남지 않았다.\n얼마나 더 버틸 수 있을지….
N102_C01_227_06_01	여기에는 생존자들이 피신 중이지.
N102_C01_227_05_01	왕자님께서 상황을 살피러 가서\n아직 안 돌아오셨는데….
N102_C01_227_05_02	왕자님께서 돌아오실 때까지\n여기서 버텨 보겠습니다!
N102_C01_227_04_01	이곳은 루비칸테의 본거지,\n바빌탑으로 통하는 샛길입니다.
N102_C01_230_01_01	인술로 유명한 에블라나가\n이렇게 간단히 패배할 줄이야….
N102_C01_230_02_01	저런 마물이 대체 어디서 온 거지?
N102_C01_230_03_01	왕자님께서 자리를 비우신 사이에\n전하와 왕비님께서….
N104_C02_230_04_01	나는 에블라나의 장로일세.\n왕자님은 입이 험하긴 해도\n마음은 착한 분이지.<P>\n전하와 왕비님의 원수를 갚기 위해\n바빌탑에 들어가려고\n샛길을 만들고 있는데….<P>\n요즘 왕자님이 보이질 않아.\n설마 섣부른 행동을 하고 계신 건 아니겠지….
N104_C02_230_04_02	여기는 제가 챙기겠습니다!\n부디 몸조심하십시오.\n왕자님까지 어떻게 되시면 에블라나는….
N106_C01_230_05_01	엄마는 내가 지켜야 해!\n뱃속에 동생이 있으니까!
N103_C01_230_07_01	얘도 참….
N103_C01_230_06_01	에블라나 닌자의 혈통도\n여기서 끊기는가….
N103_C02_230_09_01	여보, 정신 차려요!
N102_C01_230_10_01	왕자님께서 꼭\n원수를 갚아 주실 거야!
N102_C01_230_10_02	왕자님은 잘 지내실까?\n당연히 잘 지내시겠지.
N107_C02_230_08_01	왕자님이 나쁜놈을\n물리쳐 준다고 하셨으니\n금방 성으로 돌아갈 수 있을 거야!
N101_C01_231_01_01	왕자님 혼자서 가셨다고!
N101_C01_231_02_01	왕자님은 흥분하면\n아무 것도 안 보이는 분이셔서….
N101_C01_232_01_01	왕자님을 말려야 해….
N101_C01_232_02_01	왕자님께서 루비칸테를….
N101_C01_232_03_01	왕자님, 무사하셨군요!\n지금 가까이 가면 위험합니다!
E0110_00_263_a_01	…….
E0112_00_263_a_01	아, 안 되는데….
E0112_00_263_a_02	으음….<P>\n응…?\n벌써 수행 시간인가?\n조금 더 잘게….
E0112_00_263_a_03	헉!\n(CECIL) 님?!
E0112_00_263_a_04	(YANG)!
E0112_00_263_a_05	다행이야!
E0112_00_263_a_06	실프들이 죽어가던 나를 구해 주었소.
E0112_00_263_a_07	(YANG) 덕분에\n거대 대포를 파괴할 수 있었어.
E0112_00_263_a_08	나도 가겠소….
E0112_00_263_a_09	안 돼, 누워 있어!
E0112_00_263_a_10	세계의 존망이 달려 있소!\n누워만 있을 수는 없지.
E0112_00_263_a_11	부상자가 나설 자리는 없어.
E0112_00_263_a_12	자네는 누군가?
E0112_00_263_a_13	에블라나의 (EDGE)<josa(이다,다)>!\n당신보다 실력이 좋다고!
E0112_00_263_a_14	에블라나? 닌자로군….\n나도…!
E0112_00_263_a_15	무리하지 마!\n우리들도 도울 테니까!
E0112_00_263_a_16	?
E0112_00_263_a_17	이 사람, 소환사지?\n소환사는 우리들을 불러낼 수 있어!<P>\n(YANG)<josa(을,를)> 대신해서\n우리도 함께 싸울게!
E0112_00_263_a_18	실프 씨, 앞으로 잘 부탁해!
E0112_00_263_a_19	(RYDIA)<josa(이,가)> '실프'를 익혔다.
E0112_00_263_a_20	면목이 없소.\n내 몫까지…!
N035_C00_263_04_01	이 동굴 입구에 쓰러져 있었어.\n그런데 아직까지 눈을 뜨지 않아.<P>\n계속 간호하고 있는데….\n우리들의 사랑만으로는 부족한가…?
N035_C00_263_04_02	(YANG)<josa(이,가)> 죽으면 어쩌려고 그래!
N035_C00_263_04_03	(YANG)에게 안부 전해 줘!
N035_C00_263_04_04	당신 소환사구나?\n소환사는 우리들을 불러낼 수 있어!<P>\n우리도 함께 싸울게!\n인간의 선하고 강한 면을 알려 준\n(YANG)<josa(을,를)> 대신해서!
N035_C00_263_03_01	(YANG)<josa(은,는)> 넘겨주지 않겠어!
N035_C00_263_03_02	인간은 행동이 너무 거칠어!
N035_C00_263_03_03	기혼자라니 어쩔 수 없지.
N035_C00_263_02_01	뭐 하러 왔어? 나가!
N035_C00_263_02_02	(YANG)<josa(을,를)> 데려가지 마!
N035_C00_263_02_03	(YANG)<josa(이,가)> 없으면 쓸쓸하겠지만….
N035_C00_263_01_01	꺅! 인간이잖아!
N035_C00_263_01_02	(YANG)<josa(은,는)> 맡겨 둬!
N035_C00_263_01_03	(YANG)<josa(은,는)> 많이 회복했어!
P008_C00_263_05_01	…….
E0119_00_265_a_01	환계에서 올 때 여기를 지나갔어!<P>\n그래, 환수들에게도\n도와 달라고 해야겠다!
E0120_01_00_143_a_01	여왕님!
E0120_01_00_143_a_02	(RYDIA), 오랜만이구나.
E0120_01_00_143_a_03	여러분의 힘이 필요해요!
E0120_01_00_143_a_04	그래, 도와 주마…<P>\n…라고 말해 주고 싶지만,\n환수계의 규정에 따라\n너희의 힘을 확인해야만 한단다.<P>\n나에게 도전할 용기와\n나를 쓰러뜨릴 힘을 가지고 있니?
E0120_01_00_143_a_05	그렇다면 안타깝지만\n도움을 줄 수는 없단다.
E0120_01_00_143_a_06	그렇다면\n시험을 시작하자꾸나!
E0120_02_01_143_a_01	(RYDIA), 강한 힘과 선한 마음을 가진\n좋은 친구들을 두었구나.\n언제든지 나를 부르렴….
E0120_02_01_143_a_02	(RYDIA)<josa(이,가)> '아슈라'를 익혔다.
E0120_03_00_143_a_01	(RYDIA).\n아슈라를 이긴 자는 너희들이 처음이다.<P>\n사악한 힘에 맞서려면\n강한 힘만으로는 이길 수 없지.<P>\n그 힘을 올바른 방향으로 이끌\n더 강한 정신력이 필요하다.<P>\n우리는 예로부터 싸움을 통해\n그런 정신력을 판단해 왔다.<P>\n그러니, 나와 한 판 싸워 보겠니?
E0120_03_00_143_a_02	자신감이 생기면\n언제든 상대해 주마!
E0120_03_01_143_a_01	빛의 힘이 확실하구나!\n나, 환수왕 리바이어선의 힘을 빌려 주마!
E0120_03_01_143_a_02	(RYDIA)<josa(이,가)> '리바이어선'을 익혔다.
N013_C01_134_01_01	(RYDIA), 돌아왔구나!
N013_C00_134_04_01	(RYDIA) 말고 다른 인간은\n당신들이 처음이야.
N013_C02_134_03_01	여기는 환계야.\n환수들이 사는 세계지.
N013_C00_134_02_01	환수왕은 환계의 안쪽 깊은 곳에 계셔.
N013_C02_136_01_01	(RYDIA), 오랜만이네!
N116_C03_136_02_01	(RYDIA), 왔구나!\n왜? 내가 말하니까 이상해?
N116_C03_136_03_01	(RYDIA)!\n돌아와서 다행이야!
N116_C03_136_04_01	어머, (RYDIA) 아니니?\n그분들은 친구야?
N013_C02_136_06_01	아슈라 님을 쓰러뜨리지 않으면\n환수왕하고는 이야기도 못 나눈다고 들었어.
N013_C01_136_08_01	이곳 환계는\n아슈라 여왕님과 환수왕,\n그렇게 두 분이 다스리고 계시지.
N013_C01_136_07_01	다른 세계에서는 환수가\n나쁜 짓을 하고 다닌다던데!
N116_C03_136_05_01	여기는 환계 도서관이야.\n모든 지식의 보고지!
N013_C01_139_02_01	인간이 이곳의 무기를 제대로 쓸 수 있을까?
N013_C02_139_03_01	누군가 했더니 (RYDIA)<josa(이구나,구나)>!
N013_C01_140_02_01	(RYDIA), 자꾸 인간을 데려오진 마.
N013_C00_140_03_01	우리는 조용히 살고 싶어.
N013_C02_137_06_01	이프리트는\n여전히 화끈하게 지내고 있겠지?
N013_C01_137_05_01	초코보, 시바, 라무….\n모두 이곳 환계의 주민이야.
N013_C02_137_04_01	타이탄 정도는\n레비테트를 걸면 상대하기 쉬워!
N013_C01_138_01_01	(RYDIA)!\n이제 아무 데도 가지 마!
N013_C01_141_01_01	이 책은 감동적이네.
N013_C00_141_02_01	쉿! 도서관에서는 조용히 해!
N999_C02_141_04_01	'대지를 뒤흔드는 거인, 타이탄'<P>\n땅을 찢는 힘을 가졌으며,\n대부분은 그 찢긴 대지의 틈에\n빠지고 만다.
N999_C02_141_05_01	'화염 마인, 이프리트'<P>\n그 화염은 모든 것을 태워 버린다고\n일컬어진다.
N999_C02_141_06_01	아직 아무도 모르는 소환마법도\n존재한다고 한다.
N999_C02_141_07_01	'온화한 노인, 라무'<P>\n하지만 그가 분노하면\n먹구름을 불러 번개로 심판한다.
N999_C02_141_08_01	'얼음 여왕, 시바'<P>\n그녀를 화나게 하면\n심장까지 얼어붙게 된다.
N999_C02_141_09_01	'초코보'<P>\n도주 능력과 애교가 가장 뛰어나다.
N999_C02_141_01_01	'소환마법'<P>\n환수를 불러내는 마법이다.\n이 힘을 가진 자는\n현재는 매우 적다.
N999_C02_141_02_01	환계는 인간계보다\n훨씬 역사가 오래되었다.
N999_C02_141_03_01	'인간계로 이어지는 동굴'<P>\n강한 정신력과 육체를 가진 자만이\n지나갈 수 있다.
N013_C00_142_01_01	이곳은 시간이 아무리 있어도\n다 읽을 수 없을 정도로\n책이 많아서 질릴 틈이 없어.
N013_C01_142_02_01	인간계에도 문학이 존재할까?
N999_C02_142_06_01	라이브라조차 통하지 않는 마물도\n괴수 도감을 사용하면\n그 정체를 알 수 있을 것이다.
N999_C02_142_07_01	환수, 마물, 인간….\n어디에서 오고 어디로 가는지는\n영원한 수수께끼이다.
N999_C02_142_08_01	먼 옛날,\n달에서 온 거대한 고래가\n이 땅에 착륙했다.<P>\n그 고래는 현재,\n용의 안에 깊이 잠들어 있다.
N999_C02_142_09_01	'환수왕을 뛰어넘는 자'<P>\n환수들을 만드신 환수신은\n멀리서 우리를 지켜보신다고 한다.<P>\n아직 패배를 모르는 환수신에게 승리하려면…<P>\n환수신의 힘을\n반사할 수 있어야만 할 것이다.
N999_C02_142_10_01	'두 개의 달'<P>\n태고의 하늘에는\n달이 오로지 하나뿐이었다고 한다.
N999_C02_142_01_01	'환계의 여왕, 아슈라'<P>\n환수왕에게 가려면 아내인 그녀를 거쳐야 한다.\n그녀의 힘을 잘 이용하여 이겨 내는 자만이\n환수왕을 알현할 기회를 얻을 수 있을 것이다.
N999_C02_142_02_01	'환수왕'<P>\n북쪽 바다에서 나타난 환수왕은\n바다의 지배자라 일컬어지는\n무적의 환계의 군주이다.
N999_C02_142_03_01	'일격필살의 참철검을 자랑하는 오딘'<P>\n그가 패배한 전투는\n그의 검에 벼락이 떨어졌을 때뿐이다.
N999_C02_142_04_01	'여리고 선한 실프'<P>\n힘을 모으면 진정한 능력을 발휘한다.
N999_C02_142_05_01	'환수계의 규정'<P>\n강함은 곧 올바른 마음을 의미한다.\n그러므로 강함을 제대로 파악하기 전에는\n함부로 힘을 주어서는 안 된다.
N013_C02_143_01_01	여기는 환수왕과 여왕님의 알현실입니다.
N013_C02_143_02_01	환수왕을 알현하려면\n먼저 아슈라 여왕님의\n허가를 받아야 합니다.
N104_C00_143_03_01	환수왕?\n나는 그냥 늙은이인데.
N112_C00_144_03_01	너희들 어디에서 왔냐?
N112_C00_144_02_01	그거 아냐?\n북서쪽 섬의 동굴이\n환계로 통한다고 한다.
N112_C00_144_01_01	지상에서는 바다가 파랗다고 하던데\n그거 너무 이상하다!
N112_C00_144_04_01	라리호?\n아니, 여기서는 하이호라고 한다.
N112_C00_144_05_01	지상에서 왔다고?\n지상 세계라는 게 정말 있는 모양이군!
N112_C00_144_06_01	하이호!\n요즘 성쪽이 시끌시끌 하던데\n무슨 일 있냐?
N112_C00_146_01_01	우리 드워프들은 착한데\n실프들은 겁이 많다!
N112_C00_146_02_01	북서쪽 구석에는\n실프라는 이름의 요정들이\n사는 동굴이 있다!
N112_C00_147_03_01	손님이 왔네?\n매우 드문 일이군!
N112_C00_148_01_01	여기까지 오느라 수고했다!\n뭐든지 가지고 가라!
N112_C00_148_02_01	농사를 짓고 있습니다.
E0062_00_268_a_01	봉인을 풀 증표를 바치면\n어둠의 수정으로 가는 길이 열리리라.
E0063_ 00_290_a_01	'어둠의 크리스탈'을 손에 넣었다.
E0064_ 00_289_a_01	벽이!
E0064_ 00_289_a_02	움직이네?!
E0064_ 00_289_a_03	역시 봉인의 동굴은 대단하군.\n크리스탈을 얻은 후에도\n안심할 수는 없겠어!
E0064_ 00_289_a_04	부수면 되지 뭐!
E0064_ 01_289_a_01	해 냈다!
E0064_ 01_289_a_02	한주먹감도 안 되네!
E0065_ 00_268_a_01	무슨 일이지?
E0065_ 00_268_a_02	(CAIN)….\n돌아와라, (CAIN)….<P>\n그 크리스탈을 내게 가지고 와라….
E0065_ 00_268_a_03	골베자!
E0065_ 00_268_a_04	(CAIN)!
E0065_ 00_268_a_05	정신 차려!
E0065_ 00_268_a_06	나는 괜찮아….<P>\n제정신으로 돌아왔으니까!
E0065_ 00_268_a_07	윽!
E0065_ 00_268_a_08	'어둠의 크리스탈'을 빼앗겼다!
E0065_ 00_268_a_09	네가 어떻게…!
E0065_ 00_268_a_10	(CAIN), 무슨 짓이야?!
E0065_ 00_268_a_11	내 주술을 가볍게 생각하지 마라.\n이때만을 기다렸다!<P>\n이제 바빌탑이 완성되면\n달로 갈 수 있다!<P>\n어서 와라, (CAIN)!
E0065_ 00_268_a_12	(CAIN)! 정신 차려!
E0065_ 00_268_a_13	…….
E0065_ 00_268_a_14	(CAIN)!
E0065_ 00_268_a_15	이것으로 모든 크리스탈이 모였으니\n달로 가는 길이 열릴 것이다!
E0065_ 00_268_a_16	거기 서!
E0065_ 00_268_a_17	하하하하하!
E0065_ 00_268_a_18	(CAIN)….
E0065_ 00_268_a_19	어떻게 이럴 수가 있어!
P013_C00_ 274_02_01	문이 공격해 온다!
E0105_00_117_a_01	뭐냐? 저리 가라!\n꼬리를 가지고 있다면 또 모른다만.
E0105_00_117_a_02	이, 이건 내가 그토록 찾던 쥐 꼬리잖아!\n좋아, 이 금속을 조금 나누어 주마.
E0105_00_117_a_03	'아다만타이트'를 손에 넣었다.
N122_C01_117_02_01	이, 이것은 전설의 분홍색 꼬리 아닌가!\n좋아, 이것도 주지!
N122_C01_117_02_02	'아다만 아머'를 손에 넣었다.
N122_C02_117_01_01	내 아버지는\n여기서 이상한 광석을 발견했어.\n아버지의 취미는 동물 꼬리 수집이지.
E0106_00_151_a_01	이제 검 따위는 만들지 않는다!\n전설의 광석 '아다만타이트'라도\n있다면 모를까….
E0106_00_151_a_02	이게 '아다만타이트'로군?\n좋아, 답례로 자네의 그 낡은 검을\n새롭게 만들어 주지!
E0106_00_151_a_03	'전설의 검'을 건넸다.
E0107_00_150_a_01	다 됐다!\n이 검의 이름은 성검 '엑스칼리버'라네!\n소중하게 쓰게!
E0107_00_150_a_02	'엑스칼리버'를 손에 넣었다.
N112_C00_150_02_01	여기는 세계 최고의 대장장이\n쿠쿠로 스승님의 집이다, 라리.
N112_C00_150_02_02	스승님이 신나셨다, 라리.
N112_C00_150_01_01	스승님께서는 의욕을 잃고\n잠만 주무신다, 라리.
N112_C00_150_01_02	나도 스승님께 뒤지지 않는\n대장장이가 될거다, 라리!
N112_C00_150_01_03	스승님께서 이런 것까지 만드셨다, 라리!
N112_C00_150_03_01	그렇게 금방 만들 수 있을 리 없잖냐!\n에잉, 보채기는….
N112_C00_150_03_02	덕분에 의욕이 돌아왔다.
N012_C02_152_04_01	옛날에 배를 발명해서\n푸른 별로 내려간 동족이 있었는데….<P>\n별명을 참 잘 짓는 이였지.
N012_C00_152_03_01	우리는 허밍웨이족이야.
N012_C02_152_02_01	이름 변경?\n무슨 말인지 모르겠어.
N012_C01_152_5	흠~ 흐흐흠~.
E0069_00_153_a_01	어서 오게!
E0069_00_153_a_02	당신은…?
E0069_00_153_a_03	나는 잠든 달의 주민들을 지키는\n(FOOSUYA)<josa(이라고,라고)> 하네.
E0069_00_153_a_04	달의 주민이요?
E0069_00_153_a_05	그렇다네.\n까마득한 옛날 얘기지….<P>\n화성과 목성 사이에 있던 별이\n멸망할 위기에 처했다네.<P>\n생존자들은 배를 타고 탈출하여\n푸른 별로 향했지.
E0069_00_153_a_06	푸른 별…?
E0069_00_153_a_07	자네들이 사는 대지 말일세.<P>\n허나 그 별은 아직 진화 도중이었기에\n생존자들은 달을 하나 더 만들어서\n거기서 기나긴 잠에 빠져들었지.
E0069_00_153_a_08	그 사람들이 달의 주민이군….
E0069_00_153_a_09	허나 잠을 거부하는 자도 있었네.\n푸른 별에 존재하는 모든 것을 태워 없애고\n거기서 살면 된다고 생각한 것이지.
E0069_00_153_a_10	끔찍해…!
E0069_00_153_a_11	…나는 그자들을 봉인했지만,\n오랜 잠을 자는 동안\n그자는 사념을 강화하고 말았네.<P>\n그 사념이 자네들의 별에 있는\n사악한 것들을 더욱 악하게 만들어\n크리스탈을 모으게 한 것이지.
E0069_00_153_a_12	골베자가 그자에게\n조종당했다는 말입니까?
E0069_00_153_a_13	진짜 너무한 놈이네!
E0069_00_153_a_14	그자의 이름은 제무스….<P>\n크리스탈은 우리들의 에너지원이니\n아마도 바빌탑의 차원 엘리베이터를\n작동시키려고 모았을 거야.<P>\n차원 엘리베이터로 바빌의 거인을\n자네들의 별에 보내서\n모든 것을 태워버리려는 속셈이지.
E0069_00_153_a_15	그럴 수가….
E0069_00_153_a_16	허나 많은 달의 주민들은\n그 생각에 동의하지 않아.<P>\n푸른 별에 사는 자들이\n우리와 대등하게 대화할 수 있을 정도로\n진화하기까지 지켜보고 있지.<P>\n모두들… 그날이 오기를 꿈꾸며\n잠들어 있다네.
E0069_00_153_a_17	우리가 타고 온 마도선은…?
E0069_00_153_a_18	먼 옛날에 내 동생, 크루야가\n푸른 별로 내려갈 때 만든 것이라네.<P>\n크루야는 미지의 세계인\n자네들의 별을 동경했지.<P>\n데빌 로드와 비공정 기술 등은\n그렇게 전해진 것일세.<P>\n…크루야는 푸른 별의 아가씨와 사랑에 빠졌고,\n아이를 둘 낳았지.<P>\n그 중 하나가…<P>\n바로 자네일세.
E0069_00_153_a_19	!!<P>\n제가… 말입니까?<P>\n그렇다면 시련의 산에서 들린 목소리는….
E0069_00_153_a_20	자네의 아버지, 크루야의 혼이지.<P>\n역시…\n젊은 시절의 크루야를 빼닮았어.
E0069_00_153_a_21	그 목소리가… 아버지였다니!
E0069_00_153_a_22	제무스의 계획을 막기 위해\n크루야는 그 힘을 자네에게 맡겼다네.<P>\n푸른 별과 달의 주민들을 위해서\n반드시 제무스를 막아야 해!<P>\n그러니… 에블라나의\n바빌탑으로 서둘러 가게!
E0069_00_153_a_23	바빌탑?!\n거기에는 지금 배리어가…!
E0069_00_153_a_24	내가 있으면 들어갈 수 있을 게야!<P>\n바빌의 거인을\n푸른 별에 보내서는 안 되네!\n나도 함께 가겠네!
E0069_00_153_a_25	달의 주민 (FOOSUYA)<josa(이,가)> 동료가 되었다.
E0073_00_154_a_01	여러분을\n중심핵으로 가는 길로\n안내하겠습니다.
B006_C00_154_01_01	우리는 달의 크리스탈….
B006_C00_154_01_02	바빌탑이 파괴되어\n제무스의 봉인이 풀렸습니다.\n이제 제무스에게 갈 수 있을 것입니다.
B006_C00_154_02_01	이 달은\n푸른 별에 놓인 여덟 크리스탈과의\n균형에 의해 유지되고 있습니다.
B006_C00_154_02_02	이 아래에는 먼 옛날,\n달의 주민을 위협했던 강력한 무기 등도\n제무스와 함께 봉인되어 있습니다.
B006_C00_154_03_01	우리의 중심에 있는 발판을 통해\n제무스가 있는 중심핵으로\n갈 수 있습니다만….
B006_C00_154_03_02	여러분을\n중심핵으로 가는 길로\n안내하겠습니다.
B006_C00_154_04_01	제무스는 달 안쪽에서 결계를 쳐서\n중심핵으로 가는 길을 봉인했습니다.
B006_C00_154_04_02	달의 중심핵으로 가십시오!
B006_C00_154_05_01	제무스는 골베자를 조종하여\n푸른 별의 크리스탈을 모으고,\n바빌탑에서 그 에너지를 증폭했습니다.
B006_C00_154_05_02	우리는 달의 크리스탈….
B006_C00_154_06_01	우리 여덟 크리스탈이\n제무스를 봉인하고 있습니다.
B006_C00_154_06_02	제무스와 우리의 사념파 사이에는\n엄청난 에너지가 채워져 있습니다.
B006_C00_154_07_01	제무스는 무시무시한 자입니다.\n대지 깊숙히 봉인되어서도\n악한 정신을 키워가고 있습니다.
B006_C00_154_07_02	우리는 달 안쪽에서 흘러나오는\n제무스의 사념파를\n중화하는 것만으로도 벅찹니다.
B006_C00_154_08_01	달의 주민들은 이 대지 안에서\n깊은 잠에 빠져 있습니다.<P>\n(FOOSUYA)<josa(은,는)>\n잠든 달의 주민들을 지키고 있습니다.
B006_C00_154_08_02	아까 (FOOSUYA)<josa(과,와)> 크루야의 아들이\n안으로 들어갔습니다.<P>\n그 후로 시간이 꽤 지났습니다.
N999_C08_154_01_01	보이지 않는 힘으로 봉인되어 있다.
E0125_00_295_a_01	리바이어선을 아군으로 만들었군.\n허나 그 정도까지는\n빛의 힘이 없어도 가능하지.<P>\n그대에게 진정한 빛이 깃들어 있는지\n마지막 심판을 내가…<P>\n환수신 바하무트가 해 주마!
E0125_00_295_b_01	5
E0125_00_295_b_02	4
E0125_00_295_b_03	3
E0125_00_295_b_04	2
E0125_00_295_b_05	1
E0125_01_295_a_01	그대들의 힘과 정신을\n잘 확인했다.<P>\n(RYDIA), 내가 필요할 때\n이름을 부르거라.<P>\n바하무트라고…!
E0125_01_295_a_02	(RYDIA)<josa(이,가)> '바하무트'를 익혔다.
N106_C00_295_01_01	환수신님께 무슨 볼일이냐!
N106_C00_295_01_02	바하무트 님께서 인정하신 상대는\n너희들이 처음이다.
N107_C00_295_02_01	어? 당신은 절반이….
N107_C00_295_02_02	당신은 커다란 운명을\n짊어진 모양이군요.
N016_C00_295_03_01	환수왕에게 인정받지 못했군.\n돌아가라.
N016_C00_295_03_02	그대들의 힘과 정신을\n잘 확인했다.<P>\n(RYDIA), 내가 필요할 때\n이름을 부르거라.<P>\n바하무트라고…!
E0070_04_160_a_01	꺅!
E0070_04_160_a_02	바빌탑이?!
E0070_04_160_a_03	너무 늦게 왔군!
E0070_04_160_a_04	저게 뭐야?!
E0070_04_160_a_05	바빌의 거인이 탄생한다!
E0070_06_160_a_01	어떻게 이런 짓을….
E0070_06_160_a_02	빌어먹을!
E0070_06_160_a_03	손 쓸 방법이… 없는 거야?
E0070_06_160_a_04	저건?!
E0070_08_345_a_01	드워프 전차 부대 등장이시다!\n어머니 대지를 위해 우리도 함께 싸우마!
E0070_08_345_a_02	라리호!
E0070_09_345_a_01	나 혼자 누워 있을 수는 없지!
E0070_11_346_a_01	내가 왔으니 마음 푹 놔라!\n엔진 출력 최대!
E0070_11_346_a_02	예!
E0070_12_346_a_01	형씨, 오랜만이야!
E0070_12_346_a_02	장로님께서 구해 주셨어요!
E0070_12_346_a_03	자네들만의 싸움이 아닐세.\n이 대지에 살아가는\n모든 생명의 싸움이라고!
E0070_13_346_a_01	(CECIL), 너희들에게 배운\n용기를 보여 주겠어!
E0070_15_160_a_01	다들…!
E0070_15_160_a_02	거인이 혼란스러워 하고 있어!
E0070_15_160_a_03	이 틈에 내부로 들어가세!
E0070_15_160_a_04	알았다!\n거인의 심장부에\n직접 타격을 입히자는 거지?
E0070_15_160_a_05	(CID), 부탁해요!
E0070_17_346_a_01	거인의 입에 바짝 붙이게!
E0070_17_346_a_02	이 사람은 또 누구냐?
E0070_17_346_a_03	달의 주민 (FOOSUYA)<josa(이에요,예요)>.
E0070_17_346_a_04	달의 주민…?
E0070_17_346_a_05	할 수 있겠나?
E0070_17_346_a_06	그럼, 내가 누군데!\n비공정 전문가 (CID)<josa(이라고,라고)>!\n내게 맡겨 둬!
E0070_17_346_a_07	지금일세!
E0070_17_346_a_08	잘 잡고들 있어!
E0071_00_243_a_01	기다리고 있었다!
E0071_00_243_a_02	거인은 멈추지 않는다!
E0071_00_243_a_03	크하하… 네놈들은!
E0071_00_243_a_04	여기에서 좌절할 것이다!
E0071_00_243_a_05	사천왕!
E0071_00_243_a_06	제무스 님께서…
E0071_00_243_a_07	주신 목숨으로!
E0071_00_243_a_08	네놈들을 쓰러뜨리겠다!
E0071_00_243_a_09	또 싸울 수 있어 반갑다.<P>\n지난번 싸움에서\n힘을 합치면 된다는 것을\n너희에게서 배웠지….<P>\n회복하게 도와 주마.
E0071_00_243_a_10	HP 및 MP가 회복되었다.
E0071_00_243_a_11	전력을 다해 덤벼라!
E0071_01_243_a_01	제무스 님!
E0071_01_243_a_02	부디 한 번 더 기회를…!
E0071_01_243_a_03	이번에도 지다니…!
E0071_01_243_a_04	…우리의 완패다!
E0072_00_249_a_01	여기가 거인의 심장부…\n제어 시스템이다!
E0072_00_249_a_02	엄청 크네!
E0072_00_249_a_03	제어 시스템 본체에 앞서\n방어 시스템을 먼저 치지 않으면\n회복해 버린다네!
E0072_01_249_a_01	이겼다!
E0072_01_249_a_02	움직임이 멈췄어!
E0072_01_249_a_03	네놈!!
E0072_01_249_a_04	거인을, 감히…!
E0072_01_249_a_05	너는…!
E0072_01_249_a_06	넌 뭐냐!
