MSG_CHAR_NAME_01	セシル
MSG_CFG_INF_109	キーボードの操作キーを初期設定に戻します。
MSG_CFG_INF_158	画面のグラフィックの見え方を設定できます。
MSG_CFG_INF_18	ゲームパッド設定
MSG_CFG_INF_19	決定
MSG_CFG_INF_21	メニューを開く/閉じる
MSG_CFG_INF_23	ページアップ
MSG_CFG_INF_24	ページダウン
MSG_CFG_INF_25	キャラクター表示切り替え（左送り）
MSG_CFG_INF_26	キャラクター表示切り替え（右送り）
MSG_CFG_INF_28	キーボード設定
MSG_CFG_INF_29	上方向に移動
MSG_CFG_INF_30	下方向に移動
MSG_CFG_INF_31	左方向に移動
MSG_CFG_INF_32	右方向に移動
MSG_CFG_INF_145	キーボード
MSG_CFG_INF_146	マウス
MSG_CFG_INF_33	ゲームパッド操作方法
MSG_CFG_INF_110	走る（押しながら移動）
MSG_CFG_INF_113	オートバトルＯＮ/ＯＦＦ
MSG_CFG_INF_114	マップを開く/閉じる
MSG_CFG_INF_115	ミニマップ表示/非表示
MSG_CFG_INF_148	一時停止（バトル中）
MSG_CFG_INF_34	キーボード操作方法
MSG_CFG_INF_116	ページスクロール
MSG_CFG_INF_117	フィールド画面
MSG_CFG_INF_118	メニューを開く
MSG_CFG_INF_119	マップを開く
MSG_CFG_INF_120	移動モード切り替え
MSG_CFG_INF_121	話す
MSG_CFG_INF_147	調べる
MSG_CFG_INF_123	バトル画面
MSG_CFG_INF_35	フィールド画面ＵＩ表示位置
MSG_CFG_INF_37	移動パッド表示位置
MSG_CFG_INF_38	メニュー画面ＵＩ表示位置
MSG_CFG_INF_39	メニューコマンド表示位置
MSG_CFG_INF_40	バトル画面ＵＩ表示位置
MSG_CFG_INF_41	バトルコマンド表示位置
MSG_CFG_INF_154	グラフィック設定
MSG_CFG_INF_42	操作方法確認
MSG_CFG_INF_43	ＯＮ
MSG_CFG_INF_44	ＯＦＦ
MSG_CFG_INF_45	左
MSG_CFG_INF_46	右
MSG_CFG_INF_156	通常
MSG_CFG_INF_157	アナログ
MSG_CFG_INF_48	遅い
MSG_CFG_INF_49	やや遅い
MSG_CFG_INF_50	標準
MSG_CFG_INF_51	やや速い
MSG_CFG_INF_52	速い
MSG_CFG_INF_129	言語
MSG_CFG_INF_53	日本語
MSG_CFG_INF_54	English（英語）
MSG_CFG_INF_55	Français（フランス語）
MSG_CFG_INF_56	Italiano（イタリア語）
MSG_CFG_INF_57	Deutsch（ドイツ語）
MSG_CFG_INF_58	Español（スペイン語）
MSG_CFG_INF_59	한국어（韓国語）
MSG_CFG_INF_60	繁體中文（繁体字）
MSG_CFG_INF_61	简体中文（簡体字）
MSG_CFG_INF_62	русский（ロシア語）
MSG_CFG_INF_63	ภาษาไทย（タイ語）
MSG_CFG_INF_64	Português brasileiro（ブラジルポルトガル語）
MSG_CFG_INF_66	フルスクリーン
MSG_CFG_INF_67	ウィンドウ
MSG_CFG_INF_68	ボーダーレスウィンドウ
MSG_CFG_INF_76	選択した言語に変更しますか？
MSG_CFG_INF_130	※変更後にゲームを再起動します
MSG_CFG_INF_78	選択した画面設定に変更しますか？
MSG_CFG_INF_89	タイトル画面に戻ります。
MSG_CFG_INF_131	保存していない内容は破棄されます。
MSG_CFG_INF_132	よろしいですか？
MSG_CFG_INF_155	設定する言語を選択してください。
MSG_SYSTEM_290	ゲームを終了します。
MSG_SYSTEM_292	でぶチョコボ
MSG_SYSTEM_293	よーお、何か用かーい。
MSG_SYSTEM_294	あずける
MSG_SYSTEM_295	ひきだす
MSG_SYSTEM_296	こんなとこで笛吹くなよ。
MSG_SYSTEM_297	何をくれるんだーい。
MSG_SYSTEM_298	何が欲しいんだーい。
MSG_SYSTEM_309	アイテムを預けていません。
MSG_SYSTEM_310	預ける数
MSG_SYSTEM_342	引き出す数
MSG_SYSTEM_311	いくつくれるんだーい。
MSG_SYSTEM_312	いくつ欲しいんだーい。
MSG_SYSTEM_303	どなた様がご変更なさいますか？
MSG_SYSTEM_313	名前変更
MSG_SYSTEM_334	名前を決めてください。
MSG_SYSTEM_335	※全角６文字、半角１２文字まで
MSG_SYSTEM_336	この名前でいいですか？
MSG_SYSTEM_337	※特殊な文字や記号などは\n正しく表示されない可能性があります
MSG_PC_KEY_CONFIG_01	BackSpace
MSG_PC_KEY_CONFIG_02	Enter
MSG_PC_KEY_CONFIG_03	Shift(L)
MSG_PC_KEY_CONFIG_04	Shift(R)
MSG_PC_KEY_CONFIG_05	Alt(L)
MSG_PC_KEY_CONFIG_06	Alt(R)
MSG_PC_KEY_CONFIG_07	Tab
MSG_PC_KEY_CONFIG_08	Caps Lock
MSG_PC_KEY_CONFIG_09	Space
MSG_PC_KEY_CONFIG_10	Insert
MSG_PC_KEY_CONFIG_11	Home
MSG_PC_KEY_CONFIG_12	Delete
MSG_PC_KEY_CONFIG_13	Pause
MSG_PC_KEY_CONFIG_14	ScrollLock
MSG_PC_KEY_CONFIG_15	Num Enter
MSG_SYSTEM_349	遭遇したモンスター
MSG_SYSTEM_350	マップ表示
MSG_SYSTEM_351	高速移動
MSG_SYSTEM_421	スクロール
MSG_SYSTEM_352	表示切り替え
MSG_SYSTEM_422	マップ切り替え
MSG_SYSTEM_353	確認
MSG_SYSTEM_354	倒した数
MSG_SYSTEM_355	出現場所
MSG_SYSTEM_358	弱点
MSG_SYSTEM_359	耐性
MSG_SYSTEM_360	吸収
MSG_SYSTEM_361	なし
MSG_SYSTEM_362	種族
MSG_SYSTEM_363	即死
MSG_SYSTEM_364	徐々に石化
MSG_SYSTEM_365	炎
MSG_SYSTEM_366	冷気
MSG_SYSTEM_367	雷
MSG_SYSTEM_368	闇
MSG_SYSTEM_369	聖
MSG_SYSTEM_423	聖（武器）
MSG_SYSTEM_424	聖（魔法）
MSG_SYSTEM_370	飛び道具
MSG_SYSTEM_371	爬虫類
MSG_SYSTEM_372	魔法使い
MSG_SYSTEM_373	霊体
MSG_SYSTEM_374	竜族
MSG_SYSTEM_375	アンデッド
MSG_SYSTEM_376	プリン
MSG_SYSTEM_377	巨人族
MSG_SYSTEM_378	機械
MSG_SYSTEM_395	魔力
MSG_SYSTEM_396	落とすアイテム
MSG_SYSTEM_397	盗めるアイテム
MSG_SYSTEM_379	観賞したい画像を選択してください。
MSG_SYSTEM_380	ウィンドウ非表示
MSG_SYSTEM_381	ＡＲバトル
MSG_SYSTEM_427	ＡＲモード
MSG_SYSTEM_382	カメラＯＮ
MSG_SYSTEM_383	カメラＯＦＦ
MSG_SYSTEM_384	編成切り替え
MSG_SYSTEM_385	バトル開始
MSG_SYSTEM_386	ＵＩ非表示
MSG_SYSTEM_387	FINAL FANTASY IVに写真の撮影を許可しますか？
MSG_SYSTEM_388	許可する
MSG_SYSTEM_389	許可しない
MSG_SYSTEM_419	ＡＲバトルを終了しますか？
MSG_SYSTEM_433	このアプリはＡＲ機能でカメラを使用します。\nカメラへのアクセスを許可してください。
MSG_SYSTEM_434	現在、このアプリはカメラへの\nアクセスを許可されていません。\nＡＲ機能を使用するためには、\nカメラへのアクセスを許可してください。
MSG_SYSTEM_435	あとで設定を行う場合は\n端末の設定画面から、このアプリの\nカメラへのアクセスを許可してください。
MSG_SYSTEM_437	カメラに映したものをバトルの背景に使用します。
MSG_SYSTEM_390	再生したい楽曲を選択してください。
MSG_SYSTEM_391	再生
MSG_SYSTEM_392	停止
MSG_SYSTEM_393	連続再生ＯＮ
MSG_SYSTEM_394	連続再生ＯＦＦ
MSG_SYSTEM_425	連続再生
MSG_SYSTEM_402	クラウドセーブ
MSG_SYSTEM_403	アップロード
MSG_SYSTEM_404	ダウンロード
MSG_SYSTEM_405	ゲーム内のデータ
MSG_SYSTEM_406	クラウドのデータ
MSG_SYSTEM_420	詳細
MSG_SYSTEM_407	セーブデータをクラウドにバックアップできます。
MSG_SYSTEM_408	ゲーム内のすべてのセーブデータを\nクラウドにアップロード（上書き）します。
MSG_SYSTEM_409	クラウドのすべてのセーブデータを\nゲーム内にダウンロード（上書き）します。
MSG_SYSTEM_410	クラウドにすべてのセーブデータをアップロードします。
MSG_SYSTEM_411	クラウドのセーブデータがすべて上書きされます。
MSG_SYSTEM_412	クラウドへのアップロードが完了しました。
MSG_SYSTEM_413	クラウドへのアップロードに失敗しました。
MSG_SYSTEM_414	通信状態を確認してください。
MSG_SYSTEM_415	クラウドからすべてのセーブデータをダウンロードします。
MSG_SYSTEM_416	ゲーム内のセーブデータがすべて上書きされます。
MSG_SYSTEM_417	クラウドからのダウンロードが完了しました。
MSG_SYSTEM_418	クラウドからのダウンロードに失敗しました。
MSG_SYSTEM_429	同期中…
MSG_SYSTEM_430	同期に失敗しました。
MSG_SYSTEM_431	通信に失敗しました。
MSG_SYSTEM_432	リトライ
MSG_SYSTEM_426	Now Loading…
MSG_SYSTEM_439	ライセンス認証に失敗しました。\nアプリを終了します。
MSG_SYSTEM_440	通信状態や端末の設定を確認し、\nアプリを再起動してください。

