MSG_CHAR_NAME_01	塞西尔
MSG_CFG_INF_63	ภาษาไทย（泰文）
MSG_CFG_INF_64	Português brasileiro（巴西葡萄牙文）
MSG_CFG_INF_66	全屏
MSG_CFG_INF_67	窗口
MSG_CFG_INF_68	无框窗口
MSG_CFG_INF_76	要切换到所选语言吗？
MSG_CFG_INF_130	※切换后将重新启动游戏
MSG_CFG_INF_78	要切换到所选画面设定吗？
MSG_CFG_INF_89	返回标题画面。
MSG_CFG_INF_131	将会废弃没有保存的记录。
MSG_CFG_INF_132	可以吗？
MSG_CFG_INF_155	请选择设定语言。
MSG_SYSTEM_290	结束游戏。
MSG_SYSTEM_292	胖陆行鸟
MSG_SYSTEM_293	哟——有什么事？
MSG_SYSTEM_294	寄存
MSG_SYSTEM_295	取出
MSG_SYSTEM_296	不要在这种地方吹笛子！
MSG_SYSTEM_297	你要给我什么？
MSG_SYSTEM_298	你要拿走什么？
MSG_SYSTEM_309	尚未寄存道具。
MSG_SYSTEM_310	寄存数量
MSG_SYSTEM_342	取出数量
MSG_SYSTEM_311	要给我多少个？
MSG_SYSTEM_312	要拿走多少个？
MSG_SYSTEM_303	您要更改谁的名字？
MSG_SYSTEM_313	更改名字
MSG_SYSTEM_334	请确定名字。
MSG_SYSTEM_335	※最多为全角６个字或半角１２个字
MSG_SYSTEM_336	要使用这个名字吗？
MSG_SYSTEM_337	※特殊字符有可能无法正确显示
MSG_PC_KEY_CONFIG_01	BackSpace
MSG_PC_KEY_CONFIG_02	Enter
MSG_PC_KEY_CONFIG_03	Shift(L)
MSG_PC_KEY_CONFIG_04	Shift(R)
MSG_PC_KEY_CONFIG_05	Alt(L)
MSG_PC_KEY_CONFIG_06	Alt(R)
MSG_PC_KEY_CONFIG_07	Tab
MSG_PC_KEY_CONFIG_08	Caps Lock
MSG_PC_KEY_CONFIG_09	Space
MSG_PC_KEY_CONFIG_10	Insert
MSG_PC_KEY_CONFIG_11	Home
MSG_PC_KEY_CONFIG_12	Delete
MSG_PC_KEY_CONFIG_13	Pause
MSG_PC_KEY_CONFIG_14	ScrollLock
MSG_PC_KEY_CONFIG_15	Num Enter
MSG_SYSTEM_349	遭遇的怪物
MSG_SYSTEM_350	开启地图
MSG_SYSTEM_351	高速移动
MSG_SYSTEM_421	滚动
MSG_SYSTEM_352	切换显示
MSG_SYSTEM_422	切换地图
MSG_SYSTEM_353	确认
MSG_SYSTEM_354	已打倒的数量
MSG_SYSTEM_355	出现位置
MSG_SYSTEM_358	弱点
MSG_SYSTEM_359	耐性
MSG_SYSTEM_360	吸收
MSG_SYSTEM_361	无
MSG_SYSTEM_362	种族
MSG_SYSTEM_363	即死
MSG_SYSTEM_364	渐渐石化
MSG_SYSTEM_365	火
MSG_SYSTEM_366	冰
MSG_SYSTEM_367	雷
MSG_SYSTEM_368	暗
MSG_SYSTEM_369	圣
MSG_SYSTEM_423	圣（武器）
MSG_SYSTEM_424	圣（魔法）
MSG_SYSTEM_370	投掷武器
MSG_SYSTEM_371	爬虫类
MSG_SYSTEM_372	魔法师
MSG_SYSTEM_373	灵体
MSG_SYSTEM_374	龙族
MSG_SYSTEM_375	不死系
MSG_SYSTEM_376	软糊怪
MSG_SYSTEM_377	巨人族
MSG_SYSTEM_378	机械
MSG_SYSTEM_395	魔力
MSG_SYSTEM_396	掉落的道具
MSG_SYSTEM_397	盗取的道具
MSG_SYSTEM_379	请选择想要观赏的图像。
MSG_SYSTEM_380	关闭窗口
MSG_SYSTEM_381	AR战斗
MSG_SYSTEM_427	ＡＲ模式
MSG_SYSTEM_382	打开摄像头
MSG_SYSTEM_383	关闭摄像头
MSG_SYSTEM_384	切换编成
MSG_SYSTEM_385	开始战斗
MSG_SYSTEM_386	关闭UI
MSG_SYSTEM_387	允许在FINAL FANTASY IV中拍照吗？
MSG_SYSTEM_388	允许
MSG_SYSTEM_389	不允许
MSG_SYSTEM_419	要结束AR战斗吗？
MSG_SYSTEM_433	此应用通过ＡＲ功能使用照相机。\n请允许接入照相机。
MSG_SYSTEM_434	目前此应用尚未允许\n接入照相机。\n为了方便使用ＡＲ功能，\n请允许接入照相机。
MSG_SYSTEM_435	之后想要进行设定时，\n请通过终端的设定画面，\n允许此应用接入照相机。
MSG_SYSTEM_437	反映在照相机中的画面将作为战斗背景使用。
MSG_SYSTEM_390	请选择想要播放的乐曲。
MSG_SYSTEM_391	播放
MSG_SYSTEM_392	停止
MSG_SYSTEM_393	开启连续播放
MSG_SYSTEM_394	关闭连续播放
MSG_SYSTEM_425	连续播放
MSG_SYSTEM_402	云存档
MSG_SYSTEM_403	上传
MSG_SYSTEM_404	下载
MSG_SYSTEM_405	游戏内的存档
MSG_SYSTEM_406	云端上的存档
MSG_SYSTEM_420	详情
MSG_SYSTEM_407	可以将存档备份到云端上。
MSG_SYSTEM_408	将游戏内的所有存档\n上传（覆盖）到云端上。
MSG_SYSTEM_409	将云端上的所有存档\n下载（覆盖）到游戏内。
MSG_SYSTEM_410	将所有存档上传到云端上。
MSG_SYSTEM_411	云端上的所有存档将被覆盖。
MSG_SYSTEM_412	向云端上传完成。
MSG_SYSTEM_413	向云端上传失败。
MSG_SYSTEM_414	请确认连接状态。
MSG_SYSTEM_415	将从云端上下载所有存档。
MSG_SYSTEM_416	游戏内的所有存档将被覆盖。
MSG_SYSTEM_417	从云端下载完成。
MSG_SYSTEM_418	从云端下载失败。
MSG_SYSTEM_429	同步中……
MSG_SYSTEM_430	同步失败。
MSG_SYSTEM_431	通信失败。
MSG_SYSTEM_432	重试
MSG_SYSTEM_426	Now Loading…
MSG_SYSTEM_439	许可认证失败。\n即将结束程序。
MSG_SYSTEM_440	请确认网络状况和终端设定，\n重新启动程序。

